,overall_qual,year_built,roof_style,roof_matl,mas_vnr_area,exter_cond,bsmt_exposure,total_bsmt_sf,gr_liv_area,full_bath,kitchen_qual,garage_area,paved_drive,saleprice,attached_garage,has_basement,offsite_feature,residential_low,residential_other,floating_village,hillside,banked,culdesac,northridge,northridge_hts,briardale
408,5,1925,0,0,0.0,3,0.0,680.0,764,1,2,504.0,0,73000,0.0,1,0,0,1,0,0,1,0,0,0,0
409,9,2003,1,0,562.0,3,1.0,1792.0,1792,2,4,874.0,1,374000,1.0,1,0,1,0,0,1,0,0,0,1,0
410,8,2001,0,0,1110.0,3,0.0,1479.0,2649,2,3,746.0,1,421250,1.0,1,0,1,0,0,0,0,0,0,1,0
411,6,1992,0,0,0.0,3,0.0,808.0,1593,2,2,389.0,1,178000,1.0,1,0,1,0,0,0,0,0,0,0,0
412,4,1972,0,0,0.0,3,0.0,1138.0,1181,2,2,588.0,1,137500,0.0,1,0,1,0,0,0,0,0,0,0,0
413,8,1994,1,0,554.0,3,1.0,1986.0,1987,2,3,691.0,1,301500,1.0,1,0,1,0,0,0,0,0,1,0,0
414,6,1935,0,0,0.0,3,0.0,583.0,1242,1,2,180.0,1,105000,0.0,1,0,1,0,0,0,1,0,0,0,0
415,6,1968,1,0,203.0,3,0.0,976.0,976,1,3,504.0,1,157500,1.0,1,0,1,0,0,0,0,0,0,0,0
416,5,1901,0,0,0.0,3,0.0,969.0,1214,1,2,216.0,0,117000,0.0,1,0,0,1,0,0,0,0,0,0,0
417,5,1962,0,0,0.0,3,0.0,864.0,864,1,2,336.0,1,105000,1.0,1,0,1,0,0,0,0,0,0,0,0
418,6,1936,0,0,0.0,3,0.0,1064.0,1639,1,2,240.0,1,115000,0.0,1,0,1,0,0,0,0,0,0,0,0
419,9,2008,0,0,302.0,3,0.0,1736.0,1736,2,4,834.0,1,360000,1.0,1,0,1,0,0,0,0,0,0,1,0
420,5,1979,0,0,0.0,3,0.0,0.0,1535,2,2,400.0,1,118858,1.0,0,0,1,0,0,0,1,0,0,0,0
421,6,1966,1,0,252.0,3,0.0,800.0,1632,1,3,484.0,1,173000,1.0,1,0,1,0,0,0,0,0,0,0,0
422,3,1890,0,0,0.0,3,0.0,630.0,725,1,2,320.0,1,78500,0.0,1,0,1,0,0,0,0,0,0,0,0
423,7,2004,0,0,0.0,3,0.0,840.0,1720,2,3,440.0,1,183500,1.0,1,0,1,0,0,0,0,0,0,0,0
424,4,1953,0,0,0.0,3,0.0,936.0,936,1,2,576.0,1,93000,0.0,1,0,0,1,0,0,1,0,0,0,0
425,8,2003,1,0,72.0,3,1.0,1406.0,1589,2,3,630.0,1,226500,1.0,1,0,1,0,0,0,0,0,0,0,0
426,6,1993,0,0,0.0,3,0.0,799.0,1571,2,2,380.0,1,178000,1.0,1,0,1,0,0,0,0,0,0,0,0
427,7,2003,0,0,167.0,3,0.0,1453.0,1479,2,3,558.0,1,226000,1.0,1,0,1,0,0,0,0,0,0,0,0
428,5,1969,0,0,178.0,5,1.0,784.0,1632,1,2,898.0,1,173000,1.0,1,0,1,0,0,0,0,0,0,0,0
429,5,1965,0,0,0.0,3,0.0,864.0,864,1,2,360.0,1,62383,0.0,1,0,1,0,0,0,0,0,0,0,0
430,9,2008,1,0,268.0,3,0.0,1452.0,2713,2,4,858.0,1,446261,1.0,1,0,1,0,0,0,0,0,0,1,0
431,7,1926,0,0,0.0,3,0.0,624.0,1479,1,3,312.0,1,160000,0.0,1,0,1,0,0,0,0,0,0,0,0
432,7,2004,1,0,24.0,3,0.0,1393.0,1576,2,3,668.0,1,219990,1.0,1,0,0,1,0,0,0,0,0,0,0
433,7,1999,0,0,125.0,3,0.0,1468.0,1479,2,3,577.0,1,191000,1.0,1,0,1,0,0,0,0,1,0,0,0
434,5,1925,0,0,0.0,4,0.0,756.0,1060,1,2,308.0,1,136500,0.0,1,0,1,0,0,0,1,0,0,0,0
435,4,1958,0,0,0.0,3,0.0,0.0,943,1,3,308.0,0,80000,0.0,0,0,1,0,0,0,0,1,0,0,0
436,7,1988,0,0,178.0,4,0.0,1204.0,2183,2,3,786.0,1,229000,1.0,1,0,1,0,0,0,0,0,0,0,0
437,10,2006,1,0,242.0,3,1.0,1824.0,1824,2,4,932.0,1,392000,1.0,1,1,1,0,0,1,0,0,0,0,0
438,6,1927,0,0,0.0,3,0.0,720.0,1930,2,2,316.0,1,149000,1.0,1,0,0,1,0,0,0,0,0,0,0
439,10,1998,0,0,0.0,3,0.0,970.0,2393,2,4,846.0,1,345000,1.0,1,0,0,0,1,0,0,0,0,0,0
440,5,1900,1,0,0.0,4,0.0,716.0,2014,2,2,624.0,1,169000,0.0,1,0,0,1,0,0,0,0,0,0,0
441,4,1946,0,0,0.0,3,0.0,484.0,1242,1,2,336.0,0,109900,1.0,1,0,1,0,0,0,0,0,0,0,0
442,7,1993,0,0,94.0,3,0.0,996.0,2000,2,2,650.0,1,188000,1.0,1,0,1,0,0,0,0,0,0,0,0
443,6,1939,0,0,0.0,2,0.0,780.0,1412,1,2,280.0,1,132500,0.0,1,0,0,1,0,0,0,0,0,0,0
444,5,1994,0,0,0.0,4,0.0,990.0,990,1,2,440.0,1,143000,1.0,1,0,1,0,0,0,0,0,0,0,0
445,5,1951,0,0,0.0,3,0.0,1342.0,1342,1,2,256.0,1,125000,0.0,1,0,1,0,0,0,0,0,0,0,0
446,9,2005,1,0,568.0,3,1.0,1868.0,1868,2,4,1085.0,1,415000,1.0,1,0,1,0,0,1,0,0,0,1,0
447,6,1958,1,0,183.0,3,0.0,1240.0,1632,2,2,338.0,1,139000,1.0,1,0,1,0,0,0,0,0,0,0,0
448,10,2008,0,0,420.0,3,1.0,1722.0,2296,2,4,842.0,1,451950,1.0,1,0,1,0,0,0,0,0,0,1,0
449,5,1959,1,0,74.0,3,0.0,1678.0,1678,2,2,0.0,1,119900,0.0,1,0,1,0,0,0,0,0,0,0,0
450,8,2001,0,0,136.0,3,0.0,1267.0,1296,2,3,471.0,1,220000,1.0,1,0,1,0,0,0,0,0,0,0,0
451,6,1971,0,0,302.0,3,0.0,1587.0,1587,2,2,525.0,1,167300,1.0,1,0,1,0,0,0,0,0,0,0,0
452,5,1941,0,0,0.0,3,0.0,720.0,1298,1,2,256.0,1,122000,0.0,1,0,1,0,0,0,0,0,0,0,0
453,5,1963,0,0,336.0,3,0.0,1728.0,1728,2,2,504.0,1,125000,0.0,1,0,0,1,0,0,0,0,0,0,0
454,5,1957,1,0,0.0,3,0.0,928.0,928,1,2,288.0,1,112500,1.0,1,0,0,1,0,0,0,0,0,0,0
455,7,2005,0,0,0.0,3,1.0,879.0,1795,2,3,578.0,1,191000,1.0,1,0,1,0,0,0,0,0,0,0,0
456,6,1958,1,0,135.0,4,0.0,1080.0,1080,1,2,288.0,1,136000,1.0,1,0,1,0,0,0,0,0,0,0,0
457,7,1998,0,0,0.0,3,0.0,866.0,1779,2,3,546.0,1,197900,1.0,1,0,1,0,0,0,0,0,0,0,0
458,6,1910,1,0,0.0,4,0.0,485.0,1635,1,3,255.0,1,117000,1.0,1,0,0,1,0,0,0,0,0,0,0
459,7,2006,0,0,84.0,3,0.0,1199.0,1220,2,3,632.0,1,194000,1.0,1,0,1,0,0,0,0,0,0,0,0
460,9,2001,0,0,179.0,3,0.0,1310.0,1310,1,3,545.0,1,285000,1.0,1,0,0,0,1,0,0,0,0,0,0
461,5,1940,0,0,0.0,4,0.0,644.0,1355,2,2,0.0,1,127500,0.0,1,0,1,0,0,0,0,0,0,0,0
462,7,1992,0,0,0.0,3,0.0,1095.0,2295,2,3,590.0,1,268000,1.0,1,0,1,0,0,0,0,1,1,0,0
463,4,1900,0,0,0.0,3,0.0,1075.0,1798,2,2,342.0,0,137000,0.0,1,0,0,1,0,0,0,0,0,0,0
464,7,1967,0,0,0.0,3,0.0,1620.0,1620,2,3,578.0,1,215000,1.0,1,0,1,0,0,0,0,1,0,0,0
465,5,1955,1,0,0.0,3,0.0,1216.0,1216,1,2,336.0,1,129500,1.0,1,0,1,0,0,0,0,0,0,0,0
466,5,1936,0,0,0.0,3,0.0,896.0,1344,1,2,240.0,1,115000,0.0,1,0,0,1,0,0,0,0,0,0,0
467,5,1925,0,0,0.0,4,0.0,747.0,1159,1,2,288.0,0,114000,0.0,1,0,1,0,0,0,0,0,0,0,0
468,4,1966,0,0,0.0,3,0.0,1056.0,1056,1,2,384.0,1,107000,0.0,1,0,0,1,0,0,0,0,0,0,0
469,5,1947,0,0,0.0,3,0.0,832.0,1216,1,2,336.0,1,118500,0.0,1,0,1,0,0,0,0,0,0,0,0
470,6,1929,0,0,0.0,3,0.0,862.0,1158,1,2,208.0,1,120000,1.0,1,0,0,1,0,0,0,0,0,0,0
471,8,2005,0,0,148.0,3,0.0,1538.0,1538,2,3,484.0,1,260000,1.0,1,0,1,0,0,0,0,0,0,0,0
472,4,1971,0,0,0.0,3,0.0,858.0,872,1,2,480.0,1,123000,0.0,1,0,1,0,0,0,0,0,0,0,0
473,6,1920,0,0,0.0,2,0.0,319.0,1406,1,1,0.0,0,89500,0.0,1,0,0,1,0,0,0,0,0,0,0
474,5,1966,0,0,41.0,3,0.0,876.0,904,1,2,408.0,1,109900,1.0,1,0,1,0,0,0,0,0,0,0,0
475,7,1926,0,0,0.0,3,0.0,1276.0,2080,1,3,282.0,1,234000,0.0,1,0,1,0,0,0,0,0,0,0,0
476,6,2004,0,0,169.0,3,0.0,848.0,848,1,3,420.0,1,155900,1.0,1,0,0,1,0,0,0,0,0,0,0
477,4,1957,0,0,0.0,3,0.0,1104.0,1788,1,2,304.0,1,161500,1.0,1,0,1,0,0,0,0,0,0,0,0
478,6,1958,0,0,541.0,3,0.0,819.0,1344,1,3,525.0,1,137500,0.0,1,0,1,0,0,0,0,1,0,0,0
479,6,1988,0,0,268.0,3,0.0,1151.0,2060,2,2,521.0,1,211000,1.0,1,0,1,0,0,0,0,0,0,0,0
480,6,1998,0,0,0.0,3,0.0,1405.0,1337,2,3,511.0,1,181000,1.0,1,0,0,1,0,0,0,0,0,0,0
481,6,1966,0,0,183.0,3,1.0,1127.0,1165,1,2,490.0,1,174900,1.0,1,0,1,0,0,0,0,0,0,0,0
482,5,1966,0,0,97.0,3,0.0,1164.0,1320,1,2,564.0,1,164500,1.0,1,0,1,0,0,0,0,0,0,0,0
483,7,1980,0,0,280.0,3,0.0,738.0,2044,2,2,489.0,1,185000,1.0,1,0,1,0,0,0,0,0,0,0,0
484,4,1929,0,0,0.0,3,0.0,704.0,1136,1,2,336.0,1,123000,0.0,1,0,0,1,0,0,0,0,0,0,0
485,6,1979,0,0,0.0,3,0.0,1001.0,1299,2,3,486.0,1,183500,1.0,1,0,1,0,0,0,1,1,0,0,0
486,8,1999,0,0,456.0,3,0.0,776.0,1441,2,3,492.0,1,174000,0.0,1,0,0,0,1,0,0,0,0,0,0
487,5,1953,0,0,0.0,3,0.0,1073.0,1630,2,2,649.0,0,130000,0.0,1,0,1,0,0,0,0,0,0,0,0
488,7,1925,0,0,0.0,3,0.0,728.0,1641,1,4,546.0,1,178000,0.0,1,0,0,1,0,0,0,0,0,0,0
489,6,2003,0,0,170.0,3,0.0,848.0,848,1,3,420.0,1,144000,1.0,1,0,0,1,0,0,0,0,0,0,0
490,6,1930,0,0,0.0,4,0.0,816.0,816,1,2,432.0,1,120500,0.0,1,0,0,1,0,0,0,0,0,0,0
491,5,1994,0,0,0.0,3,0.0,1097.0,1097,1,2,672.0,1,145000,1.0,1,0,1,0,0,0,0,0,0,0,0
492,8,2000,0,0,0.0,3,0.0,1494.0,1652,2,4,499.0,1,251000,1.0,1,0,1,0,0,0,0,0,0,0,0
493,4,1955,0,0,58.0,3,0.0,0.0,1152,2,2,0.0,0,82500,0.0,0,0,1,0,0,0,0,0,0,0,0
494,2,1910,0,0,0.0,2,0.0,0.0,810,1,2,280.0,0,57625,0.0,0,0,0,0,0,0,0,0,0,0,0
495,7,2007,0,0,176.0,3,0.0,1350.0,1358,2,3,484.0,1,212500,1.0,1,0,1,0,0,0,0,0,0,1,0
496,6,1998,1,0,116.0,3,0.0,1216.0,1216,2,2,402.0,1,164000,1.0,1,0,0,1,0,0,0,0,0,0,0
497,6,1957,0,0,327.0,3,0.0,967.0,1638,2,3,384.0,1,139000,0.0,1,0,0,1,0,0,0,0,0,0,0
498,7,1999,0,0,212.0,3,0.0,600.0,1252,2,3,462.0,1,160000,0.0,1,0,0,0,1,0,0,0,0,0,0
499,5,1992,0,0,0.0,3,0.0,828.0,883,1,2,698.0,1,149000,0.0,1,0,1,0,0,0,0,0,0,0,0
500,5,1968,0,0,0.0,3,0.0,864.0,874,1,2,288.0,1,130000,1.0,1,0,1,0,0,0,0,0,0,0,0
501,8,2008,1,0,288.0,3,0.0,1836.0,1836,2,3,517.0,1,264500,1.0,1,0,0,0,1,0,0,0,0,0,0
502,5,1957,0,0,0.0,3,0.0,1092.0,1092,1,2,299.0,1,141000,1.0,1,0,1,0,0,0,0,0,0,0,0
503,7,2006,0,0,0.0,3,0.0,1241.0,1241,1,3,569.0,1,199900,1.0,1,0,0,0,1,0,0,0,0,0,0
504,6,1977,0,0,360.0,3,0.0,1350.0,1334,2,2,630.0,1,167900,1.0,1,0,1,0,0,0,0,0,0,0,0
505,6,1960,0,0,85.0,3,0.0,1144.0,1429,1,3,572.0,1,181900,1.0,1,0,1,0,0,0,0,1,0,0,0
506,7,1977,1,0,283.0,4,0.0,908.0,2288,1,3,520.0,1,230000,1.0,1,0,1,0,0,0,0,0,0,0,0
507,9,1999,0,0,60.0,3,0.0,1698.0,1709,2,3,506.0,1,328900,1.0,1,0,0,0,1,0,0,1,0,0,0
508,8,2005,0,0,210.0,3,0.0,1721.0,1721,2,3,554.0,1,232698,1.0,1,0,1,0,0,0,0,0,0,1,0
509,8,2008,0,0,140.0,3,0.0,1254.0,1254,2,3,810.0,1,221800,1.0,1,0,1,0,0,0,0,0,0,0,0
510,5,1941,0,0,0.0,3,0.0,576.0,1350,1,3,627.0,0,152400,0.0,1,0,1,0,0,0,0,0,0,0,0
511,7,2000,0,0,171.0,3,0.0,1630.0,1630,2,3,451.0,1,213000,1.0,1,0,1,0,0,0,0,0,0,0,0
512,7,2005,0,0,96.0,3,0.0,784.0,1585,2,3,449.0,1,184900,1.0,1,0,1,0,0,0,0,0,0,0,0
513,5,1953,1,0,56.0,3,0.0,1165.0,1336,1,2,375.0,1,157000,1.0,1,0,1,0,0,0,0,0,0,0,0
514,5,1962,1,0,0.0,3,0.0,864.0,1211,1,2,576.0,1,144000,0.0,1,0,1,0,0,0,0,0,0,0,0
515,6,1979,0,0,253.0,3,0.0,1259.0,1353,2,2,478.0,1,192350,1.0,1,0,1,0,0,0,0,0,0,0,0
516,7,1966,1,0,202.0,3,0.0,1174.0,1200,2,2,440.0,1,163500,1.0,1,0,1,0,0,0,0,0,0,0,0
517,7,1990,1,0,99.0,3,0.0,1475.0,2329,2,3,514.0,1,262280,1.0,1,0,1,0,0,0,0,0,0,0,0
518,7,2002,0,0,113.0,3,0.0,1536.0,1536,2,3,532.0,1,214000,1.0,1,0,1,0,0,0,0,0,0,0,0
519,6,1956,0,0,0.0,3,0.0,1073.0,1811,1,4,470.0,1,230000,1.0,1,0,1,0,0,0,0,0,0,0,0
520,7,2006,0,0,350.0,3,0.0,1063.0,2172,2,3,947.0,1,280000,1.0,1,0,1,0,0,0,0,0,0,1,0
521,4,1957,0,0,0.0,3,0.0,1073.0,1073,1,2,720.0,1,140000,0.0,1,0,0,0,0,0,0,0,0,0,0
522,3,1918,0,0,0.0,2,0.0,1020.0,1020,1,1,0.0,0,64500,0.0,1,0,0,0,0,0,0,0,0,0,0
523,5,1977,0,0,51.0,3,0.0,995.0,1009,2,2,576.0,1,160000,0.0,1,0,1,0,0,0,0,0,0,0,0
524,8,2007,0,0,0.0,3,0.0,1338.0,1338,2,3,598.0,1,208900,1.0,1,0,0,0,1,0,0,0,0,0,0
525,5,1959,0,0,0.0,3,0.0,0.0,3820,3,4,624.0,1,284700,1.0,0,0,1,0,0,0,0,0,0,0,0
526,7,2007,0,0,0.0,3,0.0,689.0,1392,2,3,540.0,1,146000,0.0,1,0,0,0,1,0,0,0,0,0,0
527,8,1996,0,0,0.0,3,0.0,1260.0,1288,1,4,500.0,1,245500,1.0,1,0,1,0,0,0,0,0,0,0,0
528,6,1926,0,0,0.0,3,0.0,992.0,1013,1,2,160.0,1,113000,0.0,1,0,0,1,0,0,1,0,0,0,0
529,8,2004,1,0,238.0,3,1.0,1782.0,1782,2,3,932.0,1,296000,1.0,1,0,1,0,0,0,0,0,0,1,0
530,9,2005,1,0,200.0,3,1.0,1922.0,1922,2,3,676.0,1,377426,1.0,1,0,1,0,0,1,0,0,0,0,0
531,10,2006,1,0,230.0,3,1.0,1700.0,1718,2,4,786.0,1,337500,1.0,1,0,1,0,0,0,0,0,0,1,0
532,10,2004,1,0,730.0,3,1.0,2492.0,2492,2,4,949.0,1,552000,1.0,1,0,1,0,0,1,0,0,0,1,0
533,4,1948,0,0,0.0,4,0.0,624.0,936,1,2,265.0,1,97900,1.0,1,0,1,0,0,0,0,0,0,0,0
534,6,2009,0,0,0.0,3,0.0,1218.0,1218,2,3,676.0,1,208300,1.0,1,0,0,0,1,0,0,0,0,0,0
535,7,1996,0,0,0.0,3,0.0,910.0,1820,2,3,816.0,1,213000,1.0,1,0,1,0,0,0,0,0,0,0,0
536,7,1998,0,0,0.0,3,0.0,880.0,1724,2,3,527.0,1,188000,1.0,1,0,1,0,0,0,0,1,0,0,0
537,6,1958,1,0,632.0,3,0.0,1121.0,1336,1,2,488.0,1,162000,1.0,1,0,1,0,0,0,0,0,0,0,0
538,5,1950,0,0,0.0,3,0.0,910.0,1558,1,2,282.0,1,152000,1.0,1,0,0,1,0,0,0,0,0,0,0
539,7,1994,0,0,145.0,3,0.0,832.0,1657,2,3,483.0,1,189000,1.0,1,0,1,0,0,0,0,1,0,0,0
540,7,1978,1,0,383.0,4,0.0,2048.0,2064,2,3,550.0,1,235000,1.0,1,0,1,0,0,0,0,1,0,0,0
541,5,1950,0,0,0.0,3,0.0,1164.0,1164,1,2,240.0,1,125000,0.0,1,0,1,0,0,0,0,0,0,0,0
542,1,1951,0,0,0.0,2,0.0,0.0,1600,1,2,270.0,0,81500,1.0,0,0,0,0,0,0,0,0,0,0,0
543,6,1990,0,0,104.0,4,0.0,816.0,816,1,2,0.0,1,118500,0.0,1,0,1,0,0,0,0,0,0,0,0
544,9,2009,0,0,162.0,3,0.0,1766.0,1766,2,4,478.0,1,370878,1.0,1,0,0,0,1,0,0,0,0,0,0
545,5,1949,0,0,0.0,3,0.0,1001.0,2002,2,2,871.0,1,145000,0.0,1,0,0,1,0,1,0,0,0,0,0
546,7,1939,0,0,312.0,4,0.0,798.0,1954,1,3,431.0,1,311500,1.0,1,0,1,0,0,0,0,0,0,0,0
547,7,2006,0,0,14.0,3,0.0,1220.0,1364,2,3,437.0,1,210250,1.0,1,0,1,0,0,0,0,0,0,0,0
548,7,2002,0,0,0.0,3,0.0,916.0,1861,2,3,492.0,1,200000,1.0,1,0,1,0,0,0,0,0,0,0,0
549,5,1977,0,0,0.0,3,0.0,0.0,1734,2,3,539.0,1,126000,1.0,0,0,1,0,0,0,0,0,0,0,0
550,4,1900,0,0,0.0,4,0.0,405.0,1039,1,2,281.0,0,114000,0.0,1,0,1,0,0,0,0,0,0,0,0
551,4,1910,0,0,0.0,4,0.0,677.0,1510,2,3,720.0,0,87500,0.0,1,0,0,1,0,0,0,0,0,0,0
552,8,2005,1,0,146.0,3,0.0,1149.0,2541,3,4,729.0,1,349265,1.0,1,0,1,0,0,0,0,0,0,0,0
553,8,2004,0,0,264.0,3,1.0,1512.0,1512,2,3,845.0,1,203000,1.0,1,0,1,0,0,0,0,0,0,0,0
554,7,2001,0,0,0.0,3,0.0,1454.0,1434,2,3,527.0,1,189000,1.0,1,0,1,0,0,0,0,0,0,0,0
555,7,2003,0,0,0.0,3,0.0,812.0,1653,2,3,628.0,1,209000,1.0,1,0,0,0,1,0,0,0,0,0,0
556,6,1900,0,0,0.0,3,0.0,917.0,2007,2,4,357.0,1,160000,0.0,1,0,0,1,0,0,0,0,0,0,0
557,5,1974,0,0,44.0,3,1.0,1037.0,1037,1,2,431.0,1,129000,1.0,1,0,1,0,0,0,0,1,0,0,0
558,5,1974,0,0,0.0,3,0.0,1389.0,1389,1,2,418.0,1,170000,1.0,1,0,1,0,0,0,0,0,0,0,0
559,5,1913,0,0,0.0,3,0.0,440.0,694,1,3,352.0,0,90350,0.0,1,0,1,0,0,0,0,0,0,0,0
560,6,1924,0,0,0.0,3,0.0,572.0,1096,1,2,0.0,0,79000,0.0,1,0,1,0,0,0,0,0,0,0,0
561,5,1972,0,0,0.0,3,0.0,894.0,894,1,2,552.0,1,149900,1.0,1,0,1,0,0,0,0,0,0,0,0
562,5,1971,1,0,0.0,3,0.0,864.0,864,1,2,576.0,1,123000,0.0,1,0,1,0,0,0,0,0,0,0,0
563,4,1900,0,0,0.0,3,0.0,1095.0,1774,2,2,779.0,0,87000,0.0,1,0,0,1,0,0,0,0,0,0,0
564,6,1977,0,0,0.0,3,0.0,1096.0,1118,1,2,358.0,1,171000,1.0,1,0,1,0,0,0,0,0,0,0,0
565,6,1950,0,0,0.0,3,0.0,1032.0,1252,1,2,288.0,1,119000,1.0,1,0,1,0,0,0,0,0,0,0,0
566,5,1959,1,0,0.0,3,0.0,1148.0,1148,1,2,672.0,1,132500,1.0,1,0,1,0,0,0,0,0,0,0,0
567,8,1925,1,0,0.0,4,0.0,588.0,1666,1,3,228.0,1,161000,0.0,1,0,0,1,0,0,0,0,0,0,0
568,9,2001,0,0,134.0,3,0.0,1357.0,1947,2,3,725.0,1,274000,1.0,1,0,1,0,0,0,0,1,0,0,0
569,5,1946,0,0,0.0,3,0.0,1195.0,1195,2,2,0.0,0,98500,0.0,1,0,1,0,0,0,0,0,0,0,0
570,8,1994,0,0,0.0,3,0.0,1624.0,1624,2,3,757.0,1,262000,1.0,1,0,1,0,0,0,0,0,1,0,0
571,5,1979,0,0,40.0,3,0.0,914.0,914,1,2,444.0,1,134900,1.0,1,0,1,0,0,0,0,0,0,0,0
572,5,1959,0,0,0.0,4,1.0,1350.0,1328,1,2,308.0,0,170000,1.0,1,0,1,0,0,0,0,0,0,0,0
573,6,1926,0,0,0.0,3,0.0,686.0,1461,1,2,225.0,0,135000,0.0,1,0,1,0,0,0,0,0,0,0,0
574,6,1990,1,0,304.0,3,0.0,930.0,2683,2,3,473.0,1,290000,1.0,1,0,1,0,0,0,0,0,1,0,0
575,7,2007,0,0,0.0,3,0.0,1246.0,1258,2,3,462.0,1,173500,1.0,1,0,1,0,0,0,0,0,0,0,0
576,5,1948,0,0,0.0,4,0.0,896.0,2008,3,4,230.0,1,225000,1.0,1,0,1,0,0,0,1,0,0,0,0
577,5,1961,1,0,0.0,3,0.0,864.0,1187,1,2,440.0,1,140500,1.0,1,0,1,0,0,0,0,1,0,0,0
578,5,1994,0,0,0.0,3,0.0,990.0,990,1,2,299.0,1,126000,1.0,1,0,1,0,0,0,0,0,0,0,0
579,8,1999,0,0,466.0,3,0.0,960.0,1586,2,3,480.0,1,170000,0.0,1,0,0,0,1,0,0,0,0,0,0
580,5,1995,0,0,0.0,3,0.0,990.0,990,1,2,576.0,1,156000,1.0,1,0,1,0,0,0,0,1,0,0,0
581,5,1957,0,0,0.0,3,1.0,1484.0,1600,1,2,319.0,1,207500,1.0,1,0,1,0,0,0,0,1,0,0,0
582,8,2007,0,0,0.0,3,0.0,896.0,1792,2,3,590.0,1,255000,1.0,1,0,0,0,1,0,0,0,0,0,0
583,4,1973,0,0,0.0,3,1.0,462.0,988,1,2,297.0,1,94900,1.0,1,0,0,1,0,0,0,0,0,0,0
584,5,1958,1,0,0.0,3,0.0,1170.0,1170,1,2,338.0,1,140000,1.0,1,0,1,0,0,0,0,0,0,0,0
585,3,1905,0,0,0.0,3,0.0,738.0,1376,1,2,216.0,0,96900,0.0,1,0,0,1,0,0,0,0,0,0,0
586,5,1966,0,0,200.0,3,0.0,1154.0,1154,1,2,480.0,1,154000,1.0,1,0,1,0,0,0,0,1,0,0,0
587,8,1910,1,0,0.0,4,0.0,725.0,1772,2,3,816.0,1,184900,0.0,1,0,0,1,0,0,0,0,0,0,0
588,10,2007,1,0,816.0,3,0.0,2078.0,2084,2,4,1220.0,1,385000,1.0,1,1,1,0,0,0,0,0,0,1,0
589,4,1936,0,0,0.0,3,0.0,951.0,951,1,2,327.0,1,106500,0.0,1,0,0,1,0,0,0,0,0,0,0
590,8,2000,0,0,150.0,3,0.0,1455.0,2687,2,3,810.0,1,327000,1.0,1,0,1,0,0,0,0,0,1,0,0
591,9,2005,1,0,198.0,3,1.0,2458.0,2490,2,4,795.0,1,468000,1.0,1,1,1,0,0,0,0,0,0,0,0
592,6,1927,0,0,0.0,2,0.0,1204.0,1666,1,2,384.0,1,135000,0.0,1,0,0,1,0,0,0,0,0,0,0
593,6,2005,0,0,0.0,3,0.0,1141.0,1141,1,2,484.0,1,142500,0.0,1,0,1,0,0,0,0,0,0,0,0
594,5,1968,0,0,0.0,3,0.0,732.0,1464,1,2,470.0,1,141000,1.0,1,0,1,0,0,0,0,0,0,0,0
595,5,1910,0,0,0.0,3,1.0,1117.0,1347,1,2,0.0,0,107500,0.0,1,0,1,0,0,0,0,0,0,0,0
596,5,1942,0,0,0.0,3,0.0,672.0,1282,1,2,240.0,1,108500,0.0,1,0,1,0,0,0,0,0,0,0,0
597,6,1994,0,0,0.0,3,0.0,636.0,1320,2,3,472.0,1,150000,1.0,1,0,1,0,0,0,0,0,0,0,0
598,3,1916,0,0,0.0,3,0.0,216.0,936,1,2,0.0,0,78000,0.0,1,0,0,0,0,0,1,0,0,0,0
599,8,2007,0,0,186.0,3,0.0,1580.0,1580,2,3,830.0,1,235128,1.0,1,0,1,0,0,0,0,0,0,0,0
600,7,1971,0,0,351.0,3,1.0,1643.0,1824,2,3,739.0,1,302000,1.0,1,0,1,0,0,0,0,1,0,0,0
601,5,1975,0,0,0.0,3,0.0,864.0,1558,2,2,440.0,1,163000,1.0,1,0,1,0,0,0,0,1,0,0,0
602,6,1974,0,0,0.0,3,0.0,855.0,1322,2,2,440.0,1,147000,1.0,1,0,1,0,0,0,0,0,0,0,0
603,7,1915,0,0,0.0,3,0.0,910.0,1826,1,4,164.0,1,155000,1.0,1,0,0,1,0,0,0,0,0,0,0
604,7,1990,1,0,54.0,3,0.0,1309.0,1339,2,2,484.0,1,180000,1.0,1,0,1,0,0,0,0,1,0,0,0
605,7,2003,0,0,442.0,3,0.0,868.0,1146,2,3,438.0,1,187500,1.0,1,0,1,0,0,0,0,0,0,0,0
606,6,1976,1,0,255.0,3,0.0,1041.0,1125,1,2,352.0,1,125000,0.0,1,0,1,0,0,0,0,0,0,0,0
607,7,1936,0,0,0.0,3,0.0,1017.0,2057,1,3,180.0,1,250000,1.0,1,0,1,0,0,0,0,0,0,0,0
608,5,1910,0,0,0.0,3,0.0,481.0,899,1,2,200.0,0,78000,0.0,1,0,0,1,0,0,0,0,0,0,0
609,4,1910,0,0,0.0,3,0.0,828.0,1594,2,2,0.0,0,118000,0.0,1,0,0,1,0,0,0,0,0,0,0
610,8,2007,1,0,254.0,3,0.0,1694.0,1694,2,3,818.0,1,318000,1.0,1,0,1,0,0,0,0,0,0,1,0
611,8,1993,0,0,125.0,3,0.0,777.0,1911,2,3,471.0,1,215000,1.0,1,0,1,0,0,0,0,0,0,0,0
612,4,1925,0,0,0.0,3,0.0,432.0,672,1,2,0.0,0,72000,0.0,1,0,0,1,0,0,0,0,0,0,0
