,overall_qual,year_built,roof_style,roof_matl,mas_vnr_area,exter_cond,bsmt_exposure,total_bsmt_sf,gr_liv_area,full_bath,kitchen_qual,garage_area,paved_drive,saleprice,attached_garage,has_basement,offsite_feature,residential_low,residential_other,floating_village,hillside,banked,culdesac,northridge,northridge_hts,briardale,log_gr_liv_area,log_total_bsmt_sf,sqrt_gr_liv_area
878,8,1990,0,0,336.0,3,0.0,1453.0,2810,2,3,750.0,1,302000,1.0,1,0,1,0,0,0,0,0,1,0,0,7.940939762327791,7.281392545859057,53.009433122794285
879,8,1998,0,0,0.0,3,0.0,1028.0,2452,2,3,683.0,1,267000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.804659297056102,6.935380173594257,49.51767361255979
880,4,1964,0,0,0.0,3,0.0,0.0,1224,2,2,530.0,1,103000,0.0,0,0,1,0,0,0,0,0,0,0,0,7.1098794630722715,-4.605170185988091,34.9857113690718
881,6,1998,1,0,443.0,4,0.0,1237.0,1337,2,2,405.0,1,153500,1.0,1,0,0,1,0,0,0,0,0,0,0,7.198183577101943,7.120452456434186,36.565010597564445
882,5,1975,0,0,0.0,3,1.0,1390.0,1701,2,2,611.0,1,171000,0.0,1,0,1,0,0,0,0,1,0,0,0,7.438971592395862,7.237066220343463,41.24318125460256
883,4,1924,0,0,0.0,3,0.0,1093.0,1669,1,2,288.0,1,107000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.419979923661835,6.996690637265518,40.85339643163099
884,6,1968,0,0,86.0,3,0.0,952.0,952,1,2,288.0,1,128500,1.0,1,0,1,0,0,0,0,0,0,0,0,6.858565034791365,6.8585755389378775,30.854497241083024
885,5,1957,0,0,0.0,3,0.0,922.0,922,1,2,308.0,1,116000,1.0,1,0,1,0,0,0,0,0,0,0,0,6.826545223556594,6.826556069484761,30.364452901377952
886,5,1977,0,0,0.0,3,0.0,1126.0,1126,2,2,484.0,0,160000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.026426808699636,7.026435689654871,33.555923471125034
887,8,1992,0,0,0.0,3,0.0,1280.0,1280,2,3,506.0,1,180000,1.0,1,0,1,0,0,1,0,0,0,0,0,7.154615356913663,7.154623169383146,35.77708763999664
888,5,1970,0,0,32.0,3,0.0,914.0,914,1,4,368.0,1,133000,1.0,1,0,1,0,0,0,0,0,0,0,0,6.81783057145415,6.817841512313335,30.23243291566195
889,7,1997,0,0,200.0,4,1.0,1288.0,1368,2,2,784.0,1,215000,1.0,1,0,0,1,0,0,0,0,0,0,0,7.221105098182496,7.160853670609315,36.98648401781386
890,6,1942,0,0,0.0,3,0.0,771.0,1494,1,3,213.0,0,177500,1.0,1,0,1,0,0,0,1,0,0,0,0,7.309212365692763,6.64770134364783,38.65229618017538
891,8,2006,0,0,248.0,3,0.0,1524.0,1534,2,3,484.0,1,215000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.335633981927201,7.329100297904854,39.16631205513228
892,5,1938,0,0,0.0,3,0.0,952.0,1582,2,2,250.0,1,150000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.366445148327599,6.8585755389378775,39.774363602702685
893,6,1964,0,0,180.0,3,0.0,1516.0,1516,1,2,472.0,1,167000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.323830566202317,7.32383716248663,38.93584466786357
894,5,1935,0,0,0.0,3,0.0,0.0,1032,1,2,260.0,1,125000,0.0,0,0,1,0,0,0,0,0,0,0,0,6.939253946041508,-4.605170185988091,32.12475680841802
895,3,1949,0,0,0.0,3,0.0,448.0,1588,2,2,0.0,0,65000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.370230641807081,6.104815553594437,39.84971769034255
896,7,2007,0,0,0.0,3,0.0,1316.0,1316,2,3,440.0,1,200141,1.0,1,0,1,0,0,0,0,0,0,0,0,7.182352111885263,7.182359710640586,36.27671429443411
897,7,2007,0,0,0.0,3,0.0,1528.0,1528,3,3,480.0,1,235876,1.0,1,0,1,0,0,0,0,0,0,0,0,7.331714969726466,7.331721514207668,39.08964057138413
898,5,1900,0,0,0.0,3,0.0,760.0,2168,2,3,576.0,1,123000,0.0,1,0,0,1,0,0,1,0,0,0,0,7.681560362559537,6.633331591088549,46.561786907291264
899,5,1951,0,0,41.0,2,0.0,806.0,1422,1,2,288.0,1,137500,0.0,1,0,1,0,0,0,0,0,0,0,0,7.259819610363186,6.692096149377553,37.70941526992961
900,4,1994,0,0,0.0,3,0.0,990.0,990,1,2,0.0,1,123600,0.0,1,0,1,0,0,0,0,0,0,0,0,6.897704943128636,6.897715044087722,31.464265445104548
901,6,1965,0,0,101.0,3,0.0,1088.0,1324,2,2,440.0,1,160000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.188412736496954,6.99210561855012,36.38681079732051
902,6,2000,0,0,0.0,3,0.0,924.0,1690,2,2,463.0,1,181000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.432483807917119,6.828722894093944,41.10960958218893
903,5,1955,0,0,0.0,4,0.0,825.0,825,1,2,720.0,1,125000,0.0,1,0,0,1,0,1,0,0,0,0,0,6.715383386334681,6.715395507473341,28.722813232690143
904,6,1968,0,0,0.0,3,0.0,727.0,1556,1,2,441.0,1,154000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.349873704738337,6.5889402325971025,39.44616584663204
905,10,1892,0,1,0.0,4,0.0,1107.0,3608,2,4,840.0,1,475000,0.0,1,0,0,1,0,0,0,0,0,0,0,8.190908881182514,7.009417966091504,60.06662967072483
906,8,2005,1,0,473.0,3,1.0,1573.0,1778,2,4,495.0,1,375000,1.0,1,0,0,1,0,1,0,0,0,0,0,7.48324441607385,7.360746260317155,42.16633728461603
907,7,2004,0,0,0.0,3,0.0,1221.0,1221,2,3,400.0,1,185000,1.0,1,0,0,0,1,0,0,0,0,0,0,7.107425474110705,7.107433664085357,34.942810419312295
908,6,1920,0,0,0.0,3,0.0,660.0,865,1,2,216.0,1,108500,0.0,1,0,1,0,0,0,1,0,0,0,0,6.762729506931879,6.49225498642084,29.410882339705484
909,7,2005,0,0,0.0,3,0.0,600.0,1223,2,3,480.0,1,147400,0.0,1,0,0,0,1,0,0,0,0,0,0,7.109062135687172,6.3969463217439255,34.97141690009142
910,7,1999,1,0,218.0,3,0.0,691.0,1452,2,3,506.0,1,156000,0.0,1,0,0,0,1,0,0,0,0,0,0,7.280697195384741,6.538154295442983,38.1051177665153
911,5,1915,0,0,0.0,2,0.0,880.0,1308,2,2,400.0,1,120000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.176254532017144,6.77993327104405,36.16628264005025
912,7,2004,0,0,0.0,3,0.0,384.0,1374,2,3,400.0,1,167000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.2254814727822945,5.950668593915315,37.067505985701274
913,7,2005,0,0,14.0,3,0.0,1346.0,1504,2,3,437.0,1,191000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.315883504509785,7.20489993959758,38.781438859330635
914,6,1997,0,0,0.0,3,0.0,384.0,1384,2,2,390.0,1,161500,1.0,1,0,1,0,0,1,0,0,0,0,0,7.232733136177615,5.950668593915315,37.20215047547655
915,5,1955,0,0,0.0,3,0.0,1204.0,1411,1,2,310.0,1,130000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.252053951852814,7.093412931482115,37.5632799419859
916,5,1963,1,0,0.0,3,0.0,970.0,970,1,2,624.0,1,132500,0.0,1,0,1,0,0,0,0,0,0,0,0,6.877296071497429,6.877306380722639,31.144823004794873
917,5,1970,1,0,0.0,4,0.0,864.0,904,1,3,912.0,1,144000,0.0,1,0,1,0,0,0,0,0,0,0,0,6.806829360392176,6.76158434281115,30.066592756745816
918,5,1979,0,0,0.0,3,0.0,0.0,2233,2,2,579.0,1,141000,1.0,0,0,1,0,0,0,0,1,0,0,0,7.711101251840158,-4.605170185988091,47.25462940284264
919,4,1972,0,0,0.0,4,0.0,385.0,875,1,3,728.0,1,117000,0.0,1,0,1,0,0,0,0,0,0,0,0,6.774223886357614,5.953269307976439,29.58039891549808
920,6,1935,0,0,0.0,2,0.0,520.0,754,1,2,0.0,0,84500,0.0,1,0,0,1,0,0,0,0,0,0,0,6.625392368007956,6.253848042159795,27.459060435491963
921,4,1954,0,0,0.0,3,1.0,1364.0,1663,1,3,529.0,1,256000,1.0,1,0,1,0,0,0,0,1,0,0,0,7.416378479192928,7.218184169754832,40.779897008207364
922,5,1965,0,0,0.0,3,0.0,925.0,925,1,2,429.0,1,117500,0.0,1,0,1,0,0,0,0,0,0,0,0,6.829793737512425,6.8298045482648,30.4138126514911
923,5,1940,0,0,0.0,4,0.0,728.0,1308,1,2,256.0,1,160000,0.0,1,0,1,0,0,1,0,0,0,0,0,7.176254532017144,6.590314784366081,36.16628264005025
924,5,1956,1,0,0.0,3,0.0,1240.0,1375,1,2,323.0,1,187000,1.0,1,1,1,0,0,0,1,0,0,0,0,7.226209010100671,7.122874723082694,37.080992435478315
925,8,2003,0,0,280.0,3,0.0,1317.0,2385,2,3,818.0,1,350000,1.0,1,0,1,0,0,0,0,0,0,1,0,7.776954403322442,7.183119294728881,48.83646178829912
926,5,1974,0,0,0.0,3,0.0,896.0,1792,2,2,480.0,1,133000,0.0,1,0,1,0,0,0,0,0,0,0,0,7.491087593534876,6.797951573626936,42.33202097703345
927,8,2007,1,0,554.0,3,1.0,2418.0,2464,2,4,650.0,1,417500,1.0,1,0,1,0,0,0,0,0,0,1,0,7.80954132465341,7.790700166815483,49.63869458396343
928,7,2007,1,0,130.0,3,0.0,1386.0,1569,2,3,660.0,1,175900,1.0,1,0,1,0,0,0,0,0,0,0,0,7.358193752733032,7.234184394731035,39.61060464067672
929,9,2009,1,0,242.0,3,1.0,1555.0,1680,1,4,1138.0,1,323262,1.0,1,0,1,0,0,0,0,0,0,0,0,7.426549072397305,7.349237255460824,40.98780306383839
930,7,2003,0,0,0.0,3,0.0,1337.0,1337,2,3,531.0,1,185000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.198183577101943,7.198191056505536,36.565010597564445
931,6,1934,0,0,0.0,3,0.0,816.0,816,1,2,240.0,1,129800,1.0,1,0,1,0,0,0,0,0,0,0,0,6.704414354964107,6.7044266097909775,28.5657137141714
932,4,1935,0,0,0.0,3,0.0,884.0,1573,1,3,240.0,1,133000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.360739903058278,6.784468374790856,39.66106403010388
933,4,1949,0,0,0.0,3,0.0,832.0,1461,2,2,384.0,1,133500,0.0,1,0,1,0,0,0,0,0,0,0,0,7.2868764117507,6.723844459979747,38.22302970723278
934,6,1993,0,0,0.0,3,0.0,903.0,1642,2,2,392.0,1,168000,1.0,1,0,1,0,0,0,0,1,0,0,0,7.403670290012373,6.8057336275527875,40.52159917870962
935,6,1999,0,0,0.0,3,0.0,938.0,2299,3,2,482.0,1,204000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.740229524763182,6.843760609930207,47.94788837894741
936,5,1962,0,0,0.0,3,0.0,925.0,999,1,2,300.0,1,134500,1.0,1,0,1,0,0,0,0,0,0,0,0,6.906754778648554,6.8298045482648,31.606961258558215
937,8,2004,0,0,0.0,3,0.0,1378.0,1378,2,3,540.0,1,214000,1.0,1,0,0,0,1,0,0,0,0,0,0,7.228388451573604,7.228395708441322,37.12142238654117
938,5,1939,0,0,0.0,3,0.0,793.0,1118,1,2,410.0,1,119900,0.0,1,0,0,1,0,0,0,0,0,0,0,7.0192966537150445,6.675835831895817,33.436506994600975
939,4,1955,0,0,270.0,3,0.0,1440.0,1440,2,1,0.0,1,118000,0.0,1,0,1,0,0,0,0,0,0,0,0,7.272398392570047,7.272405336990378,37.94733192202055
940,5,1960,0,0,45.0,3,0.0,1010.0,1134,1,2,254.0,1,135000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.033506484287697,6.9177155107763895,33.67491648096547
941,6,1923,0,0,0.0,3,0.0,833.0,1848,1,3,370.0,0,207000,0.0,1,0,1,0,0,0,1,0,0,0,0,7.521859252201629,6.725045646896707,42.988370520409354
942,6,1925,0,0,0.0,3,0.0,1181.0,1694,2,2,576.0,1,136500,0.0,1,0,1,0,0,0,1,0,0,0,0,7.434847875211999,7.074125283562022,41.15823125451335
943,4,1954,0,0,0.0,3,0.0,901.0,901,1,2,281.0,1,107900,0.0,1,0,0,1,0,0,0,0,0,0,0,6.803505257608338,6.803516356325881,30.01666203960727
944,6,1938,0,0,0.0,3,0.0,861.0,1409,1,2,528.0,1,126000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.25063551189868,6.758106118762142,37.53664875824692
945,10,2007,0,0,272.0,3,0.0,1682.0,2332,2,4,846.0,1,426000,1.0,1,0,1,0,0,0,0,0,0,1,0,7.754481547470383,7.4277447858184305,48.29078587059855
946,5,1950,0,0,0.0,3,0.0,1113.0,1113,1,3,264.0,1,147000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.014814351275545,7.0148233359611485,33.36165463522455
947,6,1916,0,0,0.0,3,0.0,816.0,1232,1,3,440.0,1,147500,0.0,1,0,1,0,0,0,0,0,0,0,0,7.116394144093465,6.7044266097909775,35.09985754956849
948,9,2007,1,0,480.0,3,1.0,1950.0,1950,2,4,706.0,1,383000,1.0,1,0,1,0,0,0,0,0,0,1,0,7.575584651557793,7.575589779749771,44.15880433163923
949,7,1988,0,0,102.0,3,0.0,1845.0,1872,2,2,604.0,1,241500,1.0,1,0,1,0,0,0,0,0,0,0,0,7.534762657037537,7.52023997651414,43.266615305567875
950,6,1914,0,0,0.0,3,0.0,676.0,1264,1,2,400.0,1,147500,0.0,1,0,1,0,0,0,0,0,0,0,0,7.142036574706803,6.516207868832958,35.552777669262355
951,8,2005,0,0,130.0,3,1.0,1168.0,2500,3,4,683.0,1,355000,1.0,1,0,1,0,0,1,0,0,0,0,0,7.824046010856292,7.0630567249953575,50.0
952,5,1924,0,0,0.0,3,0.0,784.0,784,1,3,0.0,1,109500,0.0,1,0,0,1,0,0,0,0,0,0,0,6.664409020350408,6.664421775371103,28.0
953,2,1940,0,0,0.0,4,0.0,0.0,612,1,2,308.0,0,45000,0.0,0,0,0,1,0,0,0,0,0,0,0,6.416732282512326,-4.605170185988091,24.73863375370596
954,6,1953,1,0,238.0,3,0.0,1416.0,1644,1,2,418.0,1,167000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.404887575616125,7.255598336375621,40.54626986542659
955,7,2002,0,0,214.0,3,0.0,860.0,1729,2,3,542.0,1,200000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.455298485683291,6.756944017086926,41.58124577258358
956,5,1936,0,0,0.0,3,0.0,830.0,879,1,2,180.0,0,80000,0.0,1,0,1,0,0,0,0,0,0,0,0,6.778784897685177,6.7214377489108355,29.647934160747187
957,5,1955,1,0,0.0,3,0.0,864.0,864,1,2,572.0,0,115000,0.0,1,0,1,0,0,0,0,0,0,0,0,6.761572768804055,6.76158434281115,29.393876913398138
958,6,1956,0,0,74.0,3,0.0,1196.0,1196,1,2,297.0,1,139000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.086737934510577,7.086746295679636,34.583232931581165
959,6,1978,1,0,203.0,3,0.0,672.0,1400,1,2,440.0,1,149500,1.0,1,0,1,0,0,0,0,0,0,0,0,7.24422751560335,6.51027322136481,37.416573867739416
960,4,1940,0,0,0.0,3,0.0,755.0,1510,1,2,296.0,0,108000,0.0,1,0,1,0,0,0,0,0,0,0,0,7.31986492980897,6.626730994194423,38.8587184554509
961,4,1900,0,0,0.0,3,0.0,0.0,1294,2,2,0.0,0,106250,0.0,0,0,1,0,0,0,0,0,0,0,0,7.165493475060845,-4.605170185988091,35.9722114972099
962,7,2006,0,0,0.0,3,0.0,1240.0,1240,2,3,826.0,1,194000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.122866658599083,7.122874723082694,35.21363372331802
963,5,1962,1,0,51.0,3,0.0,988.0,988,1,2,624.0,1,129500,0.0,1,0,1,0,0,0,0,0,0,0,0,6.895682697747868,6.895692819154136,31.432467291003423
964,5,1968,0,0,0.0,3,0.0,1560.0,1560,2,2,792.0,1,126000,0.0,1,0,1,0,0,0,0,0,0,0,0,7.352441100243583,7.352447510479448,39.496835316262995
965,5,1950,0,0,0.0,3,0.0,1078.0,1368,1,2,195.0,1,120000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.221105098182496,6.982872027863764,36.98648401781386
966,8,1980,0,0,0.0,3,1.0,1226.0,1226,1,3,484.0,1,190000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.111512116496157,7.111520273069743,35.014282800023196
967,6,1993,0,0,112.0,3,0.0,1160.0,1169,2,2,402.0,1,183500,1.0,1,0,1,0,0,0,0,0,0,0,0,7.063903961472068,7.056183904752907,34.19064199455752
968,7,1963,0,0,364.0,3,0.0,725.0,1651,2,2,276.0,1,172000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.409136443920128,6.586185447862999,40.63249930782009
969,4,1938,0,0,0.0,3,0.0,816.0,816,1,2,288.0,1,100000,0.0,1,0,1,0,0,0,0,0,0,0,0,6.704414354964107,6.7044266097909775,28.5657137141714
970,7,2007,0,0,212.0,3,0.0,1564.0,1564,2,3,814.0,1,218836,1.0,1,0,1,0,0,0,0,0,0,0,0,7.355001921105257,7.3550083149467085,39.54743986657038
971,6,1905,0,0,0.0,3,0.0,482.0,1912,2,2,672.0,1,163000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.555905093611346,6.177964860723353,43.726422218150894
972,7,2006,0,0,0.0,3,0.0,1510.0,1525,2,3,534.0,1,206580,1.0,1,0,1,0,0,0,0,0,0,0,0,7.329749689041512,7.3198715523035975,39.05124837953327
973,6,2005,0,0,0.0,3,0.0,728.0,1456,2,3,390.0,1,163990,1.0,1,0,1,0,0,0,0,0,0,0,0,7.283448228756631,6.590314784366081,38.157568056677825
974,5,1910,0,0,0.0,4,0.0,396.0,1330,1,2,390.0,0,116500,0.0,1,0,0,1,0,0,0,0,0,0,0,7.1929342212158,5.981439463460894,36.46916505762094
975,7,2002,0,0,0.0,3,0.0,840.0,1720,2,3,400.0,1,188000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.450079569807499,6.733413796528403,41.47288270665544
976,5,1966,0,0,87.0,3,0.0,793.0,1280,2,2,432.0,1,175000,0.0,1,0,1,0,0,0,0,0,0,0,0,7.154615356913663,6.675835831895817,35.77708763999664
977,8,1988,0,0,0.0,3,1.0,1166.0,1179,2,2,480.0,1,182000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.072421900537371,7.061342943202992,34.336569426778794
978,5,1926,0,0,0.0,4,0.0,850.0,960,1,2,576.0,1,103000,0.0,1,0,0,1,0,0,1,0,0,0,0,6.866933284461882,6.745248114121041,30.983866769659336
979,10,2001,1,0,705.0,3,1.0,2633.0,2633,2,4,804.0,1,466500,1.0,1,0,1,0,0,0,0,0,1,0,0,7.87587915949631,7.875882957438205,51.31276644267
980,6,1959,1,0,0.0,3,0.0,988.0,988,2,3,297.0,1,149500,1.0,1,0,1,0,0,0,0,0,0,0,0,6.895682697747868,6.895692819154136,31.432467291003423
981,7,1978,0,0,0.0,3,0.0,1061.0,1055,2,2,319.0,1,142500,1.0,1,0,1,0,0,0,0,0,0,0,0,6.961296045910167,6.966976563640255,32.48076353782343
982,5,1926,1,0,0.0,3,0.0,1290.0,1422,1,2,352.0,1,136500,0.0,1,0,1,0,0,0,0,0,0,0,0,7.259819610363186,7.1624052492636565,37.70941526992961
983,6,1993,0,0,0.0,3,0.0,630.0,1320,2,2,484.0,1,137000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.1853870155804165,6.445735692275476,36.3318042491699
984,7,1988,0,0,102.0,3,0.0,1675.0,1688,2,4,528.0,1,226500,1.0,1,0,1,0,0,0,0,0,0,0,0,7.431299675155903,7.4235744143905995,41.08527716834828
985,5,1976,0,0,0.0,3,0.0,911.0,954,1,2,576.0,1,132500,0.0,1,0,1,0,0,0,0,0,0,0,0,6.860663671448287,6.81455387414812,30.886890422961002
986,3,1949,0,0,340.0,3,0.0,0.0,1040,2,2,400.0,1,87500,0.0,0,0,1,0,0,0,0,0,0,0,0,6.946975992135418,-4.605170185988091,32.2490309931942
987,7,2001,0,0,513.0,3,0.0,858.0,1789,2,2,546.0,1,223000,1.0,1,0,0,0,1,0,0,0,0,0,0,7.489412083508719,6.754615754431698,42.2965719651132
988,6,1962,0,0,237.0,4,0.0,1319.0,1537,1,3,462.0,1,174000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.337587743538596,7.184636734189713,39.20459156782532
989,5,1951,1,0,0.0,3,0.0,884.0,884,1,2,270.0,1,142000,1.0,1,0,1,0,0,0,0,0,0,0,0,6.784457062637643,6.784468374790856,29.732137494637012
990,8,2006,0,0,0.0,3,0.0,1489.0,1489,2,3,776.0,1,232600,1.0,1,0,0,0,1,0,0,0,0,0,0,7.305860032684009,7.30586674857818,38.58756276314948
991,6,1974,1,0,99.0,3,0.0,1040.0,1309,1,3,484.0,1,181000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.1770187659099,6.946985607473806,36.180105030251084
992,6,1973,0,0,0.0,3,0.0,942.0,2521,2,2,576.0,1,151400,1.0,1,0,0,1,0,0,0,0,0,0,0,7.83241092718792,6.848015890231269,50.20956084253277
993,8,2006,0,0,248.0,3,0.0,1626.0,1634,2,3,866.0,1,250000,1.0,1,0,1,0,0,0,0,0,0,1,0,7.3987862754199485,7.3938844401503445,40.422765862815474
994,7,1879,0,0,0.0,4,0.0,819.0,2454,2,2,576.0,0,185000,1.0,1,0,0,1,0,0,0,0,0,0,0,7.805474625270857,6.708096293790738,49.53786430600334
995,6,1969,0,0,200.0,3,0.0,1216.0,1216,1,2,336.0,1,113000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.103322062526113,7.103330286176509,34.87119154832539
996,8,2007,0,0,0.0,3,0.0,1419.0,1419,2,3,567.0,1,392000,1.0,1,0,1,0,0,1,0,0,0,0,0,7.257707677160043,7.257714724351561,37.66961640367472
997,6,1975,0,0,250.0,3,1.0,945.0,980,2,2,0.0,1,127500,0.0,1,0,1,0,0,0,0,1,0,0,0,6.887552571664617,6.851195509448336,31.304951684997057
998,6,2000,0,0,216.0,3,0.0,756.0,1573,2,3,440.0,1,177000,0.0,1,0,0,0,1,0,0,0,0,0,0,7.360739903058278,6.628054603605277,39.66106403010388
999,6,2004,0,0,353.0,3,0.0,1158.0,2443,2,3,744.0,1,265000,1.0,1,0,0,0,1,0,0,0,0,0,0,7.8009820712577405,7.054458293674238,49.42671342502959
1000,8,1998,0,0,0.0,4,0.0,1220.0,2362,2,3,1105.0,1,312500,1.0,1,0,0,0,1,0,0,0,0,0,0,7.767263996757308,7.1066143344150206,48.60041152089147
1001,10,1893,0,0,0.0,5,0.0,1237.0,2775,3,3,880.0,1,325000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.928406026180535,7.120452456434186,52.67826876426369
1002,8,1980,0,0,115.0,4,1.0,2014.0,2014,2,3,864.0,1,275000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.607878073278507,7.607883038509478,44.87761134463375
1003,7,1995,0,0,290.0,3,0.0,1203.0,2520,2,3,721.0,1,290000,1.0,1,0,1,0,0,0,0,0,1,0,0,7.832014180505469,7.0925820284920835,50.19960159204453
1004,5,1921,0,0,0.0,3,0.0,616.0,616,1,2,205.0,1,89000,0.0,1,0,0,1,0,0,0,0,0,0,0,6.423246963533519,6.423263197167987,24.819347291981714
1005,8,2003,0,0,296.0,3,0.0,3206.0,1629,2,3,880.0,1,284000,1.0,1,0,1,0,0,0,0,0,0,1,0,7.395721608602045,8.072782452316224,40.36087214122113
1006,5,1958,0,0,1.0,3,0.0,912.0,912,1,2,275.0,1,114500,1.0,1,0,1,0,0,0,0,0,0,0,0,6.815639990074331,6.815650954926498,30.199337741083
1007,7,2005,0,0,196.0,3,0.0,1552.0,1552,2,3,782.0,1,212900,1.0,1,0,1,0,0,0,0,0,0,0,0,7.347299700743164,7.347306144021375,39.395431207184416
1008,7,2001,0,0,0.0,3,0.0,1413.0,1430,2,3,605.0,1,187100,1.0,1,0,1,0,0,0,0,0,0,0,0,7.265429723253953,7.25347745980032,37.815340802378074
1009,6,1999,0,0,1129.0,3,0.0,729.0,1458,2,2,440.0,1,176000,0.0,1,0,0,0,1,0,0,0,0,0,0,7.284820912568604,6.5916874493357,38.18376618407357
1010,6,1968,1,0,0.0,3,0.0,1488.0,1488,2,2,552.0,1,215000,1.0,1,0,1,0,0,0,0,1,0,0,0,7.305188215393037,7.305194935800563,38.57460304397182
1011,7,2004,0,0,0.0,3,0.0,770.0,1582,2,3,520.0,1,185900,1.0,1,0,1,0,0,0,0,0,0,0,0,7.366445148327599,6.646403501776386,39.774363602702685
1012,4,1970,0,0,0.0,3,0.0,864.0,864,1,3,660.0,1,120500,0.0,1,0,1,0,0,0,0,0,0,0,0,6.761572768804055,6.76158434281115,29.393876913398138
1013,5,2005,0,0,0.0,3,0.0,732.0,1838,2,2,372.0,1,192140,1.0,1,0,1,0,0,0,0,0,0,0,0,7.516433302915632,6.595794175070184,42.871902220452036
1014,5,1982,0,0,0.0,4,0.0,816.0,816,1,3,264.0,1,130500,1.0,1,0,1,0,0,0,0,0,0,0,0,6.704414354964107,6.7044266097909775,28.5657137141714
1015,4,1945,0,0,0.0,3,0.0,0.0,1529,2,2,240.0,0,98000,0.0,0,0,1,0,0,0,0,0,0,0,0,7.332369205929062,-4.605170185988091,39.102429592034305
1016,9,2008,1,0,554.0,3,1.0,2271.0,2276,2,4,1348.0,1,475000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.730174795246222,7.727979945442407,47.70744176750625
1017,5,1920,0,0,0.0,2,0.0,961.0,1077,1,2,338.0,0,67000,0.0,1,0,0,1,0,0,0,0,0,0,0,6.981934677156389,6.867984814743416,32.817678162843876
1018,8,2007,0,0,300.0,3,0.0,1582.0,2161,1,4,789.0,1,325624,1.0,1,0,1,0,0,0,0,0,0,1,0,7.6783263565068856,7.366451469420137,46.486557196677836
1019,7,2002,0,0,0.0,3,0.0,1409.0,1409,1,3,576.0,1,245000,1.0,1,0,1,0,0,0,0,1,0,0,0,7.25063551189868,7.250642609105575,37.53664875824692
1020,5,2004,0,0,0.0,3,0.0,1114.0,1114,1,3,576.0,1,159000,0.0,1,0,1,0,0,0,0,0,0,0,0,7.01571242048723,7.0157213971076215,33.37663853655727
1021,5,1965,1,0,168.0,3,0.0,1073.0,1073,1,2,515.0,1,156000,1.0,1,0,1,0,0,0,0,0,0,0,0,6.9782137426306985,6.978223062251763,32.7566787083184
1022,10,2008,1,0,200.0,3,1.0,3094.0,2402,2,4,672.0,1,555000,1.0,1,0,1,0,0,0,0,0,0,1,0,7.784057002639929,8.037223263189844,49.01020301937138
1023,6,1984,0,0,0.0,3,0.0,1232.0,1232,2,2,516.0,1,162500,1.0,1,0,1,0,0,0,0,1,0,0,0,7.116394144093465,7.11640226094364,35.09985754956849
1024,6,1993,0,0,0.0,4,0.0,1344.0,1440,2,3,920.0,1,224500,1.0,1,0,1,0,0,0,0,0,0,0,0,7.272398392570047,7.203412961531605,37.94733192202055
1025,6,1950,1,0,44.0,3,0.0,1488.0,1488,2,2,738.0,1,133000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.305188215393037,7.305194935800563,38.57460304397182
1026,7,2003,0,0,0.0,3,0.0,783.0,1509,2,3,393.0,1,180000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.319202458767849,6.663145467301331,38.84584919911006
1027,5,1982,0,0,0.0,3,0.0,845.0,845,1,3,264.0,1,134500,1.0,1,0,1,0,0,0,0,0,0,0,0,6.739336627357174,6.739348461606675,29.068883707497267
